file CF_noEff CF_eff Delta_CF sigma_Delta_CF phase_noEff phase_Eff Delta_phase sigma_Delta_phase A_noEff Abar_noEff A_withEff Abar_withEff AxAbarRe_noEff AxAbarIm_noEff AxAbarRe_withEff AxAbarIm_withEff
autoRnd_21.out 0.223414 0.260561 0.0371471 0.00683556 1.09775 -0.538888 -1.63663 0.208237 0.132085 0.0194482 0.0125738 0.00193016 0.000573807 1.09951e-05 6.32338e-06 -5.94755e-08
autoRnd_210.out 0.2681 0.265693 -0.00240626 0.00685805 -54.016 -36.8985 17.1176 0.276589 0.162327 0.0134398 0.0154591 0.00128262 0.000343662 -0.000473289 4.21299e-06 -3.16303e-06
autoRnd_211.out 0.837825 0.840348 0.00252243 0.00696141 28.4301 28.8284 0.398316 0.259175 0.16708 0.0120772 0.015915 0.0011828 0.00148672 0.000804874 1.38585e-05 7.6277e-06
autoRnd_212.out 0.626666 0.639899 0.0132332 0.0070289 112.758 108.109 -4.64926 0.224124 0.147733 0.0187114 0.0140586 0.00183975 -0.000670122 0.00159742 -5.14431e-06 1.57308e-05
autoRnd_213.out 0.406403 0.412403 0.00599989 0.00706596 156.292 153.769 -2.5232 0.266594 0.146146 0.0175847 0.0139029 0.00174408 -0.000956288 0.000419934 -8.97004e-06 4.41982e-06
autoRnd_214.out 0.526175 0.533234 0.00705847 0.00703389 103.133 98.9237 -4.20961 0.227975 0.182012 0.0142428 0.017335 0.00136152 -0.000309935 0.00132836 -1.95224e-06 1.2433e-05
autoRnd_215.out 0.418314 0.383689 -0.0346249 0.00700586 148.902 155.378 6.47619 0.316047 0.155022 0.0141123 0.0147671 0.00132098 -0.000783633 0.000472682 -6.80413e-06 3.11832e-06
autoRnd_216.out 0.34978 0.387884 0.0381044 0.00702746 -63.787 -58.8117 4.97532 0.281577 0.147313 0.00957567 0.0140328 0.000918745 0.000217942 -0.000442664 2.58969e-06 -4.27805e-06
autoRnd_217.out 0.452517 0.410252 -0.0422653 0.0069292 28.1941 23.1003 -5.09379 0.246293 0.150407 0.016553 0.0143082 0.00155545 0.000992958 0.000532288 8.39832e-06 3.58224e-06
autoRnd_218.out 0.404048 0.414257 0.010209 0.00690706 7.7473 1.35173 -6.39557 0.208093 0.145282 0.0166625 0.0138356 0.0015998 0.000969181 0.000131853 9.16668e-06 2.16301e-07
autoRnd_219.out 0.516829 0.554199 0.0373699 0.00699251 57.6416 58.206 0.564365 0.264093 0.170336 0.0147077 0.0162323 0.00147194 0.000692988 0.00109373 6.9765e-06 1.12546e-05
autoRnd_22.out 0.195357 0.11779 -0.0775674 0.0064107 -68.5907 -69.2471 -0.656398 0.221741 0.177622 0.0181035 0.0169033 0.00166447 0.000229306 -0.000584838 1.17428e-06 -3.09898e-06
autoRnd_220.out 0.639595 0.662125 0.02253 0.00702377 112.825 113.781 0.956961 0.249937 0.165602 0.0132587 0.0157786 0.00131962 -0.000544757 0.00129438 -5.55946e-06 1.2616e-05
autoRnd_221.out 0.561994 0.558 -0.00399432 0.00698845 159.588 158.3 -1.28876 0.239695 0.134532 0.0153745 0.0128155 0.00150865 -0.00108943 0.000405405 -1.00239e-05 3.98907e-06
autoRnd_222.out 0.163772 0.123205 -0.0405677 0.00652203 -92.913 -116.403 -23.4903 0.218607 0.178363 0.019135 0.0169744 0.0017827 -2.84058e-05 -0.00055823 -1.65789e-06 -3.33931e-06
autoRnd_223.out 0.388852 0.422012 0.0331594 0.0070082 -98.5692 -103.249 -4.6795 0.267952 0.176339 0.0155011 0.0167833 0.00149501 -0.000158376 -0.00105104 -2.42672e-06 -1.0307e-05
autoRnd_224.out 0.504619 0.482321 -0.0222986 0.00689971 -105.082 -98.5871 6.49471 0.230795 0.180228 0.00903581 0.0171613 0.000845431 -0.000213825 -0.00079347 -1.04487e-06 -6.9194e-06
autoRnd_225.out 0.353793 0.344345 -0.00944825 0.00683143 -56.2488 -46.8088 9.44005 0.28232 0.16673 0.0096258 0.0158756 0.000915248 0.000315467 -0.000472108 3.42448e-06 -3.64782e-06
autoRnd_226.out 0.134263 0.199877 0.0656143 0.00651004 65.2317 51.0479 -14.1838 0.261538 0.156252 0.0139966 0.0148704 0.00134609 0.000123017 0.000266621 2.51527e-06 3.11141e-06
autoRnd_227.out 0.402579 0.411582 0.00900291 0.00690261 110.364 101.611 -8.75369 0.255709 0.126729 0.0203941 0.0120591 0.00194245 -0.000362071 0.000975442 -1.94033e-06 9.44371e-06
autoRnd_228.out 0.440112 0.482238 0.0421263 0.00699918 152.348 148.73 -3.61747 0.286389 0.150475 0.0202594 0.0143194 0.00200221 -0.00118845 0.000622687 -1.18175e-05 7.17661e-06
autoRnd_229.out 0.457058 0.505069 0.0480103 0.00700001 170.495 173.423 2.92781 0.173205 0.140091 0.0166382 0.0133337 0.00164429 -0.00105072 0.00017592 -1.10005e-05 1.26833e-06
autoRnd_23.out 0.138077 0.0881163 -0.0499603 0.0064431 31.1028 46.5129 15.41 0.259348 0.169176 0.012499 0.0161088 0.00115108 0.000249995 0.000150823 1.12444e-06 1.18544e-06
autoRnd_230.out 0.320403 0.297553 -0.0228504 0.00697946 115.584 104.323 -11.2619 0.292681 0.204668 0.0113815 0.0194849 0.00106667 -0.000322307 0.000673175 -1.52988e-06 5.99211e-06
autoRnd_231.out 0.424082 0.452787 0.028705 0.00704632 -104.559 -111.428 -6.86838 0.306687 0.195487 0.0130907 0.0186078 0.00124315 -0.00027281 -0.0010504 -3.82641e-06 -9.75007e-06
autoRnd_232.out 0.654086 0.666592 0.0125056 0.00704674 -4.44856 -9.33587 -4.88732 0.198237 0.197829 0.0159011 0.0188223 0.00153092 0.00205137 -0.000159593 1.89538e-05 -3.11598e-06
autoRnd_233.out 0.547417 0.560221 0.0128048 0.00703037 19.2474 21.3962 2.14873 0.225873 0.173534 0.010692 0.01653 0.00101831 0.000958918 0.000334821 8.78012e-06 3.44022e-06
autoRnd_234.out 0.620913 0.591393 -0.02952 0.00703349 2.53588 4.43019 1.89431 0.194374 0.149465 0.0135584 0.0142413 0.00125482 0.00125705 5.56728e-05 1.05368e-05 8.16349e-07
autoRnd_235.out 0.707383 0.727627 0.0202439 0.00694311 75.4156 77.7363 2.32076 0.178596 0.139559 0.0117272 0.0132871 0.00113899 0.000291522 0.00112042 2.33902e-06 1.07605e-05
autoRnd_236.out 0.546183 0.587723 0.0415398 0.00696366 -177.206 177.584 354.79 0.193974 0.134834 0.0164384 0.0128346 0.00159733 -0.00120915 -5.90003e-05 -1.20383e-05 5.07937e-07
autoRnd_237.out 0.504043 0.492179 -0.0118639 0.00703597 -112.453 -118.443 -5.99058 0.264841 0.123793 0.0186424 0.0117771 0.00180469 -0.000444265 -0.00107505 -4.9824e-06 -9.19806e-06
autoRnd_238.out 0.0787529 0.0314842 -0.0472687 0.00571814 86.0448 131.541 45.4958 0.228226 0.222602 0.00672123 0.0211907 0.000646921 8.12736e-06 0.000117546 -2.86222e-07 3.23053e-07
autoRnd_239.out 0.324942 0.345811 0.0208687 0.00697176 -93.2544 -83.8607 9.39369 0.255833 0.194671 0.0103148 0.0185347 0.000990523 -3.70409e-05 -0.000651429 6.78975e-07 -6.31235e-06
autoRnd_24.out 0.464111 0.436637 -0.0274735 0.0069445 -139.175 -145.472 -6.29744 0.281275 0.171483 0.0131527 0.0163243 0.00124955 -0.00079211 -0.000684346 -7.3376e-06 -5.04828e-06
autoRnd_240.out 0.643821 0.616473 -0.027348 0.00696871 -16.0974 -16.7965 -0.699153 0.210472 0.168418 0.0129466 0.016036 0.00123188 0.00134877 -0.000389236 1.16585e-05 -3.51915e-06
autoRnd_241.out 0.468364 0.443583 -0.0247811 0.00706333 97.0939 89.338 -7.75591 0.234602 0.16222 0.0182273 0.0154487 0.00176562 -0.000171027 0.00137427 1.3979e-07 1.20986e-05
autoRnd_242.out 0.12881 0.102821 -0.0259893 0.00632734 177.206 155.42 -21.7861 0.267924 0.165559 0.0190362 0.015769 0.00186242 -0.000405477 1.97867e-05 -2.74605e-06 1.25607e-06
autoRnd_243.out 0.653935 0.655828 0.00189259 0.0069939 110.909 112.593 1.68459 0.241294 0.148283 0.0112485 0.0141079 0.00110201 -0.000389263 0.00101891 -3.91726e-06 9.4137e-06
autoRnd_244.out 0.797096 0.801818 0.0047218 0.00693794 148.42 150.303 1.88265 0.255541 0.146275 0.0130682 0.013923 0.00125782 -0.00129804 0.000797939 -1.21976e-05 6.95669e-06
autoRnd_245.out 0.423673 0.467131 0.0434579 0.00697756 -131.488 -130.75 0.737496 0.284027 0.131482 0.0143843 0.0125137 0.0014246 -0.000530815 -0.00060024 -5.43591e-06 -6.30867e-06
autoRnd_246.out 0.539239 0.495784 -0.0434549 0.00699975 37.5263 34.9348 -2.59153 0.26538 0.141545 0.0181934 0.0134813 0.00167776 0.0011013 0.00084586 9.19318e-06 6.42155e-06
autoRnd_247.out 0.102582 0.0894806 -0.013101 0.00699525 157.367 -175.688 -333.055 0.266327 0.136343 0.0144803 0.0129818 0.00138282 -0.000186928 7.79384e-05 -1.60176e-06 -1.20772e-07
autoRnd_248.out 0.57305 0.564578 -0.00847203 0.00684029 -35.368 -31.345 4.02295 0.248615 0.188893 0.0105538 0.0180082 0.00101755 0.000931566 -0.000661246 8.8355e-06 -5.38158e-06
autoRnd_249.out 0.640172 0.645453 0.00528142 0.00691933 56.3281 55.7707 -0.557378 0.283348 0.175704 0.0114711 0.0167266 0.00111122 0.000715375 0.0010738 6.7484e-06 9.91907e-06
autoRnd_25.out 0.241789 0.242804 0.00101456 0.00695785 -123.117 -130.382 -7.26546 0.290007 0.153939 0.0141517 0.0146541 0.00138012 -0.00028778 -0.000441172 -3.18148e-06 -3.74058e-06
autoRnd_250.out 0.0904673 0.112316 0.0218485 0.00683512 145.429 139.005 -6.42444 0.283045 0.175019 0.0130427 0.0166607 0.00128008 -0.000170046 0.00011718 -1.80792e-06 1.57135e-06
autoRnd_251.out 0.342757 0.388226 0.0454686 0.00691304 106.59 105.53 -1.05988 0.274376 0.157479 0.0176579 0.0149939 0.00171438 -0.00027213 0.000913444 -2.6719e-06 9.61514e-06
autoRnd_252.out 0.613835 0.636659 0.0228236 0.00703669 -155.37 -159.193 -3.82257 0.241429 0.154926 0.01538 0.014747 0.00152085 -0.00132955 -0.000609555 -1.33477e-05 -5.07229e-06
autoRnd_253.out 0.628897 0.626562 -0.00233491 0.00696414 -133.498 -129.177 4.32169 0.278115 0.129947 0.0143727 0.0123742 0.00135612 -0.000808504 -0.000852038 -6.64199e-06 -8.1507e-06
autoRnd_254.out 0.271491 0.253261 -0.0182297 0.00706027 -140.824 -154.23 -13.4061 0.285427 0.16265 0.013732 0.015496 0.00127525 -0.00047007 -0.000383051 -4.50701e-06 -2.17585e-06
autoRnd_255.out 0.225615 0.208201 -0.0174144 0.00685383 -155.712 -138.01 17.7014 0.278779 0.163671 0.0122252 0.0155797 0.00115542 -0.000411478 -0.000185687 -2.78564e-06 -2.50729e-06
autoRnd_256.out 0.191794 0.24898 0.0571861 0.00668062 58.0798 44.1979 -13.8819 0.27279 0.15395 0.0164157 0.0146516 0.00154376 0.00025628 0.000411408 4.03747e-06 3.92598e-06
autoRnd_257.out 0.409504 0.423449 0.0139451 0.00699468 49.3328 50.4963 1.16348 0.286394 0.197683 0.0101386 0.0188105 0.000991203 0.000534846 0.000622537 5.02237e-06 6.09183e-06
autoRnd_258.out 0.405833 0.437905 0.0320721 0.00704908 123.123 120.494 -2.62896 0.258485 0.183807 0.0138421 0.01751 0.00138073 -0.000564229 0.000864756 -5.37241e-06 9.1226e-06
autoRnd_259.out 0.579439 0.576262 -0.00317668 0.00701003 146.037 144.143 -1.89489 0.26242 0.154816 0.0150703 0.014746 0.0014618 -0.00112127 0.00075524 -1.00675e-05 7.27629e-06
autoRnd_26.out 0.202757 0.232467 0.0297102 0.00686737 -125.231 -109.152 16.0799 0.250743 0.130833 0.0118922 0.0124489 0.00116231 -0.000181988 -0.000257684 -1.10352e-06 -3.17752e-06
autoRnd_260.out 0.456337 0.491183 0.0348461 0.00699126 -149.575 -152.781 -3.20653 0.274768 0.142506 0.0172079 0.0135645 0.0016857 -0.000964937 -0.000566693 -9.98757e-06 -5.137e-06
autoRnd_261.out 0.439266 0.480428 0.0411623 0.00691607 -67.9553 -73.6211 -5.66573 0.252185 0.141275 0.0207359 0.0134469 0.00204197 0.000482981 -0.00119274 3.71991e-06 -1.26564e-05
autoRnd_262.out 0.0977372 0.128855 0.0311177 0.00670538 54.4371 49.5746 -4.86252 0.277336 0.182877 0.0078931 0.0174053 0.000774018 8.20518e-05 0.000114765 1.12568e-06 1.32148e-06
autoRnd_263.out 0.542686 0.51549 -0.0271955 0.00700051 -45.8755 -49.2222 -3.34671 0.283731 0.184516 0.0102984 0.0175709 0.00094999 0.000717957 -0.00074024 5.61993e-06 -6.51585e-06
autoRnd_264.out 0.672045 0.679293 0.00724747 0.00694334 -4.87861 -2.40014 2.47847 0.172666 0.1639 0.0115529 0.0156147 0.00109897 0.00126792 -0.000108222 1.16465e-05 -4.88161e-07
autoRnd_265.out 0.274272 0.307118 0.0328461 0.00703053 159.125 144.002 -15.1228 0.298848 0.140038 0.0176911 0.013341 0.00168973 -0.000634888 0.000242124 -5.6012e-06 4.0692e-06
autoRnd_266.out 0.120955 0.138565 0.0176102 0.00629603 -131.807 -167.839 -36.0311 0.273092 0.133096 0.0155109 0.0126739 0.00146796 -0.00016646 -0.000186127 -2.52011e-06 -5.43093e-07
autoRnd_267.out 0.5527 0.541742 -0.0109576 0.00689982 140.461 142.618 2.15734 0.267648 0.162808 0.013051 0.0155154 0.00126029 -0.000905673 0.000747622 -8.41744e-06 6.43141e-06
autoRnd_268.out 0.81576 0.819205 0.00344483 0.00700338 -141.934 -142.254 -0.319932 0.282858 0.153337 0.0150459 0.0145914 0.00146215 -0.00148174 -0.0011604 -1.38201e-05 -1.0699e-05
autoRnd_269.out 0.706176 0.72801 0.0218341 0.00701366 -70.8523 -71.4631 -0.610838 0.213859 0.151025 0.0159877 0.0143777 0.00158981 0.000559277 -0.00161076 5.29032e-06 -1.57774e-05
autoRnd_27.out 0.397314 0.391631 -0.00568346 0.0069126 -113.878 -104.685 9.19305 0.255929 0.122938 0.0154696 0.011701 0.00145451 -0.00030587 -0.000690937 -1.68972e-06 -6.44753e-06
autoRnd_270.out 0.531321 0.54014 0.0088197 0.00702125 122.003 117.862 -4.14077 0.264131 0.187756 0.0142869 0.0178735 0.00135867 -0.000755331 0.00120863 -6.13018e-06 1.15963e-05
autoRnd_271.out 0.217459 0.158603 -0.0588564 0.00671526 -131.922 -124.447 7.47528 0.290756 0.160736 0.0141547 0.0153014 0.0013446 -0.000330556 -0.000368127 -1.84575e-06 -2.69095e-06
autoRnd_272.out 0.616114 0.60298 -0.0131344 0.00691574 43.6331 43.7027 0.0696138 0.280082 0.15555 0.0118455 0.014832 0.00113396 0.000821645 0.000783348 7.33159e-06 7.00689e-06
autoRnd_273.out 0.713563 0.701038 -0.0125248 0.00699872 108.091 107.982 -0.108588 0.196811 0.158104 0.0151958 0.0150654 0.00141109 -0.000532343 0.0016296 -4.60087e-06 1.41751e-05
autoRnd_274.out 0.253278 0.260318 0.00704033 0.00696444 148.933 148.285 -0.64744 0.289223 0.14301 0.0142635 0.0136058 0.00139389 -0.000442537 0.00026661 -4.19974e-06 2.5953e-06
autoRnd_275.out 0.149829 0.0900682 -0.0597609 0.00692071 61.9707 86.2199 24.2492 0.330799 0.140514 0.0180422 0.0133712 0.00172531 0.000178498 0.000335292 1.36988e-07 2.07331e-06
autoRnd_276.out 0.494881 0.52647 0.0315885 0.00704751 -121.572 -116.804 4.76756 0.247366 0.15916 0.0134882 0.0151502 0.0013175 -0.00055624 -0.000905148 -4.73878e-06 -9.37941e-06
autoRnd_277.out 0.660164 0.666443 0.00627898 0.00695697 -66.0347 -67.5649 -1.53023 0.236584 0.151107 0.0162926 0.0143742 0.00159769 0.000660159 -0.00148516 5.84106e-06 -1.41469e-05
autoRnd_278.out 0.445904 0.414528 -0.0313756 0.00689955 34.9606 32.1213 -2.83924 0.26826 0.168033 0.0150035 0.0160076 0.00142861 0.000921303 0.000644159 8.02853e-06 5.04045e-06
autoRnd_279.out 0.356603 0.31497 -0.0416323 0.00682894 -141.724 -142.997 -1.2722 0.276299 0.182795 0.0131144 0.0174074 0.00127584 -0.000671103 -0.000529541 -5.58637e-06 -4.21015e-06
autoRnd_28.out 0.582822 0.599562 0.0167404 0.0069853 -7.78065 -6.28539 1.49526 0.178806 0.150369 0.0146349 0.0143188 0.00144325 0.00127077 -0.000173637 1.23159e-05 -1.35651e-06
autoRnd_280.out 0.171466 0.140019 -0.0314467 0.00691583 -31.7426 -11.5803 20.1622 0.32609 0.17273 0.01211 0.0164407 0.0011392 0.000305015 -0.000188694 2.56907e-06 -5.26434e-07
autoRnd_281.out 0.483951 0.534708 0.0507571 0.00700328 131.277 128.744 -2.53251 0.278959 0.171583 0.0118918 0.0163402 0.00116382 -0.000651428 0.000742109 -6.36395e-06 7.93092e-06
autoRnd_282.out 0.544981 0.544569 -0.000411911 0.00700807 -165.689 -164.55 1.13904 0.198616 0.155415 0.0131288 0.0148017 0.0012589 -0.00107749 -0.00027486 -9.78071e-06 -2.70317e-06
autoRnd_283.out 0.46626 0.447206 -0.0190543 0.00697285 -161.316 -160.735 0.581776 0.236366 0.151641 0.0138147 0.0144283 0.00132413 -0.000925285 -0.000312899 -8.06534e-06 -2.81899e-06
autoRnd_284.out 0.336311 0.381106 0.0447951 0.00695142 -132.146 -126.117 6.029 0.274032 0.120888 0.0173685 0.0115146 0.00170895 -0.000473833 -0.000523554 -4.42041e-06 -6.0581e-06
autoRnd_285.out 0.153195 0.218952 0.0657575 0.00681156 -73.6341 -53.4509 20.1831 0.290266 0.120916 0.0168653 0.0115116 0.00161185 8.80276e-05 -0.00029975 2.41934e-06 -3.2637e-06
autoRnd_286.out 0.197845 0.145496 -0.0523488 0.00656385 -40.627 -44.4913 -3.86427 0.269399 0.18321 0.0123398 0.0174379 0.00116837 0.000339471 -0.000291239 2.11463e-06 -2.07741e-06
autoRnd_287.out 0.159166 0.136959 -0.0222064 0.00672419 42.289 34.8789 -7.41011 0.265378 0.20115 0.0126919 0.0191476 0.00121442 0.000300599 0.000273418 2.61265e-06 1.82118e-06
autoRnd_288.out 0.520256 0.523838 0.00358213 0.00700392 58.973 59.0842 0.111191 0.266645 0.177714 0.0132592 0.0169295 0.00128283 0.000631883 0.00105051 5.84501e-06 9.76018e-06
autoRnd_289.out 0.626715 0.656322 0.0296074 0.00705446 135.517 138.404 2.88734 0.284134 0.18356 0.0146611 0.0174839 0.00139967 -0.00120333 0.00118181 -1.20115e-05 1.06626e-05
autoRnd_29.out 0.355077 0.367998 0.0129215 0.00705109 40.3552 39.9088 -0.446477 0.28694 0.136285 0.0159758 0.0129667 0.00156928 0.000589132 0.000500598 5.74391e-06 4.80414e-06
autoRnd_290.out 0.247799 0.224012 -0.0237871 0.00674264 124.363 142.456 18.0929 0.270336 0.151852 0.0141448 0.0144542 0.00133857 -0.000300421 0.000439358 -3.43651e-06 2.64111e-06
autoRnd_291.out 0.539775 0.539706 -6.85995e-05 0.00699206 -126.294 -127.444 -1.14975 0.2713 0.141155 0.013271 0.0134348 0.00130118 -0.000598527 -0.000814976 -5.73607e-06 -7.49063e-06
autoRnd_292.out 0.626105 0.624021 -0.00208333 0.00702265 -68.5213 -71.2243 -2.703 0.22626 0.139605 0.0174887 0.0133058 0.00167637 0.00055972 -0.00142249 4.48004e-06 -1.31784e-05
autoRnd_293.out 0.763629 0.771753 0.00812367 0.00703424 -29.1737 -29.0971 0.0765453 0.253069 0.130321 0.0157736 0.012403 0.00153484 0.0013706 -0.000765178 1.28375e-05 -7.14442e-06
autoRnd_294.out 0.0681216 0.105438 0.0373159 0.00672185 175.306 137.212 -38.0937 0.32919 0.163375 0.0146819 0.0155567 0.00136952 -0.000162851 1.33721e-05 -1.64855e-06 1.52592e-06
autoRnd_295.out 0.219642 0.261209 0.0415674 0.00684582 69.4689 76.4087 6.93981 0.254563 0.203359 0.0094192 0.0193591 0.0008834 0.000147553 0.000393997 1.04976e-06 4.34206e-06
autoRnd_296.out 0.451263 0.445243 -0.00601977 0.00702318 67.7008 67.5305 -0.170257 0.258368 0.209242 0.00984279 0.0199153 0.000942489 0.000352649 0.000859881 3.19404e-06 7.72273e-06
autoRnd_297.out 0.607655 0.597767 -0.00988794 0.00704422 171.456 167.157 -4.299 0.179432 0.165153 0.0193449 0.0157266 0.00183473 -0.00191983 0.000288415 -1.68165e-05 3.83376e-06
autoRnd_298.out 0.521488 0.547078 0.0255902 0.00704591 -107.157 -111.03 -3.87293 0.260704 0.163033 0.017961 0.0155196 0.00177414 -0.000450468 -0.00145908 -5.40558e-06 -1.40599e-05
autoRnd_299.out 0.288729 0.303014 0.0142854 0.00702756 -137.341 -120.671 16.6696 0.272708 0.155536 0.0133728 0.0148098 0.00125819 -0.000441639 -0.000406946 -2.88023e-06 -4.85636e-06
autoRnd_3.out 0.123507 0.192705 0.0691974 0.0063162 -128.029 -113.915 14.1142 0.253292 0.150446 0.0157574 0.0143189 0.00152019 -0.000180376 -0.000230632 -1.70043e-06 -3.83457e-06
autoRnd_30.out 0.329874 0.366308 0.0364336 0.00696245 23.1164 18.6072 -4.50919 0.238709 0.197825 0.0140881 0.0188419 0.00135529 0.000845536 0.000360938 8.86521e-06 2.98471e-06
autoRnd_31.out 0.281 0.310652 0.0296523 0.00694818 101.555 112.793 11.2384 0.267282 0.182975 0.009818 0.0174163 0.000933461 -0.000101116 0.000494571 -1.95657e-06 4.65601e-06
autoRnd_32.out 0.210039 0.223653 0.0136142 0.00706731 141.293 161.182 19.8888 0.257941 0.185346 0.0100716 0.0176444 0.000942436 -0.000305967 0.000245185 -3.52028e-06 1.19963e-06
autoRnd_33.out 0.190585 0.182978 -0.00760742 0.00688338 -162.233 -163.616 -1.38338 0.249721 0.142345 0.0119126 0.013541 0.00115404 -0.000307761 -9.86154e-05 -2.74327e-06 -8.06531e-07
autoRnd_34.out 0.378372 0.405001 0.0266285 0.00685644 -76.4694 -85.4477 -8.97831 0.236693 0.145128 0.0179837 0.0138087 0.00172263 0.000231047 -0.000960117 7.6463e-07 -9.60344e-06
autoRnd_35.out 0.716567 0.726387 0.00981989 0.00705161 -29.5156 -31.652 -2.13644 0.264299 0.133127 0.0156543 0.0126727 0.00152098 0.00129953 -0.000735704 1.19184e-05 -7.34718e-06
autoRnd_36.out 0.568443 0.574597 0.00615389 0.00694184 -10.2566 -4.62192 5.63464 0.204068 0.128802 0.012386 0.0122549 0.00116996 0.000892364 -0.000161471 8.21169e-06 -6.63859e-07
autoRnd_37.out 0.495931 0.507532 0.0116014 0.00698253 40.3437 41.1893 0.845588 0.283451 0.150018 0.0155988 0.0142713 0.00155322 0.000884522 0.000751289 8.4662e-06 7.40879e-06
autoRnd_38.out 0.43887 0.437972 -0.000898167 0.00697697 17.6815 19.9335 2.25197 0.255596 0.21057 0.0100616 0.0200523 0.000961718 0.000885894 0.00028241 7.9401e-06 2.87952e-06
autoRnd_39.out 0.490455 0.493162 0.00270733 0.00691778 -179.558 173.529 353.086 0.217595 0.174208 0.0163814 0.0165953 0.00156809 -0.0013996 -1.08057e-05 -1.27518e-05 1.44643e-06
autoRnd_4.out 0.404623 0.43763 0.0330073 0.00697871 -55.5936 -58.3299 -2.73637 0.269425 0.145633 0.0137453 0.0138638 0.00137024 0.000457678 -0.000668261 4.36484e-06 -7.07555e-06
autoRnd_40.out 0.377468 0.386557 0.00908938 0.00690498 -90.6636 -95.0816 -4.41798 0.252441 0.166149 0.0150059 0.015828 0.00147294 -1.08994e-05 -0.000941046 -7.98232e-07 -8.97664e-06
autoRnd_41.out 0.40539 0.389929 -0.0154616 0.0068181 -160.948 -152.423 8.52488 0.300153 0.16999 0.0133898 0.0161932 0.00128297 -0.000872177 -0.000301204 -7.18059e-06 -3.75027e-06
autoRnd_42.out 0.506705 0.51089 0.00418441 0.0069568 -112.598 -106.212 6.38583 0.259836 0.158996 0.0134935 0.0151381 0.00126843 -0.000417729 -0.00100363 -2.73886e-06 -9.41982e-06
autoRnd_43.out 0.506013 0.538789 0.0327759 0.00701322 -25.4509 -25.905 -0.454134 0.259475 0.149504 0.0136002 0.0142212 0.00132318 0.000929021 -0.000442144 9.11979e-06 -4.42932e-06
autoRnd_44.out 0.596023 0.601515 0.00549161 0.00701529 56.1199 51.3696 -4.75024 0.286504 0.136655 0.0179235 0.013014 0.00174896 0.00081381 0.00121198 8.54722e-06 1.06953e-05
autoRnd_45.out 0.46541 0.49301 0.0276002 0.00698315 79.5286 79.9556 0.427019 0.183586 0.119354 0.0141856 0.0113608 0.00142979 0.000143213 0.000774867 1.39673e-06 7.88548e-06
autoRnd_46.out 0.483442 0.431822 -0.0516203 0.00693892 39.9013 36.2911 -3.61027 0.268162 0.1414 0.016784 0.0134757 0.00151826 0.000880178 0.000735978 7.12117e-06 5.22931e-06
autoRnd_47.out 0.63473 0.619123 -0.0156063 0.00703755 140.456 138.308 -2.14835 0.287842 0.189016 0.0150445 0.0179936 0.00142292 -0.00139186 0.00114916 -1.18369e-05 1.05434e-05
autoRnd_48.out 0.601026 0.619018 0.0179921 0.00697826 -98.6424 -102.5 -3.85753 0.227179 0.183236 0.0145961 0.0174548 0.00141971 -0.000241547 -0.00158921 -3.32009e-06 -1.49761e-05
autoRnd_49.out 0.266153 0.25353 -0.012623 0.00671786 -2.73478 -9.12231 -6.38753 0.304995 0.185538 0.0156589 0.017659 0.00154837 0.000772377 -3.68943e-05 6.84452e-06 -1.09905e-06
autoRnd_5.out 0.563293 0.585279 0.0219854 0.00700616 -17.838 -21.4595 -3.62154 0.22143 0.131435 0.0182101 0.0125031 0.00178461 0.0012834 -0.000412995 1.21541e-05 -4.77771e-06
autoRnd_50.out 0.584143 0.584318 0.000174231 0.00694538 -62.362 -64.9503 -2.58828 0.246709 0.16447 0.0134891 0.0156721 0.00129655 0.000601171 -0.00114808 5.02713e-06 -1.07564e-05
autoRnd_51.out 0.683352 0.675774 -0.00757779 0.00692254 -32.7177 -29.0993 3.6184 0.267069 0.138405 0.0165483 0.0131817 0.00154896 0.00131681 -0.000845955 1.20563e-05 -6.71024e-06
autoRnd_52.out 0.633234 0.637354 0.00412043 0.00699791 43.086 45.3259 2.23989 0.283521 0.13141 0.0149265 0.0125139 0.0014227 0.000907125 0.000848456 7.97786e-06 8.06913e-06
autoRnd_53.out 0.29305 0.288271 -0.00477896 0.00695616 136.528 127.47 -9.0577 0.279784 0.126691 0.0180777 0.0120504 0.00177954 -0.000487073 0.000461767 -3.76063e-06 4.90625e-06
autoRnd_54.out 0.171501 0.143864 -0.0276372 0.00673089 -35.3622 -17.1192 18.243 0.246261 0.154563 0.0149569 0.014714 0.00142029 0.000323326 -0.000229456 2.87328e-06 -8.8499e-07
autoRnd_55.out 0.635504 0.610248 -0.0252554 0.00701128 171.54 173.251 1.71117 0.177608 0.156585 0.00929944 0.0149141 0.000851912 -0.000915319 0.000136143 -7.69978e-06 9.11177e-07
autoRnd_56.out 0.650758 0.658144 0.00738679 0.00696285 -120.412 -120.057 0.355493 0.267524 0.1922 0.0108211 0.0183174 0.00103531 -0.000685142 -0.00116723 -6.25131e-06 -1.08029e-05
autoRnd_57.out 0.265353 0.278903 0.0135503 0.00699975 -62.6692 -64.6681 -1.99884 0.246794 0.187454 0.0145246 0.0178508 0.00143588 0.000331708 -0.000641827 3.05866e-06 -6.46133e-06
autoRnd_58.out 0.13544 0.16193 0.0264903 0.00689754 -9.55421 -23.5376 -13.9834 0.234413 0.149785 0.0184521 0.0142539 0.0017998 0.000369141 -6.21322e-05 3.80854e-06 -1.65897e-06
