0.000000	0.000000	-10728.357420
0.060000	0.000000	-10728.504669
0.120000	0.000000	-10728.931179
0.180000	0.000000	-10729.635372
0.240000	0.000000	-10730.614641
0.300000	0.000000	-10731.865363
0.360000	0.000000	-10733.382910
0.420000	0.000000	-10735.161669
0.480000	0.000000	-10737.195067
0.540000	0.000000	-10739.475593
0.600000	0.000000	-10741.994830
0.660000	0.000000	-10744.743487
0.720000	0.000000	-10747.711439
0.780000	0.000000	-10750.887764
0.840000	0.000000	-10754.260785
0.900000	0.000000	-10757.818118
0.960000	0.000000	-10761.546719
1.020000	0.000000	-10765.432935
1.080000	0.000000	-10769.462557
1.140000	0.000000	-10773.620871
1.200000	0.000000	-10777.892718
1.260000	0.000000	-10782.262550
1.320000	0.000000	-10786.714488
1.380000	0.000000	-10791.232382
1.440000	0.000000	-10795.799869
1.500000	0.000000	-10800.400437
1.560000	0.000000	-10805.017481
1.620000	0.000000	-10809.634367
1.680000	0.000000	-10814.234490
1.740000	0.000000	-10818.801336
1.800000	0.000000	-10823.318536
1.860000	0.000000	-10827.769930
1.920000	0.000000	-10832.139618
1.980000	0.000000	-10836.412021
2.040000	0.000000	-10840.571929
2.100000	0.000000	-10844.604558
2.160000	0.000000	-10848.495599
2.220000	0.000000	-10852.231265
2.280000	0.000000	-10855.798342
2.340000	0.000000	-10859.184226
2.400000	0.000000	-10862.376972
2.460000	0.000000	-10865.365330
2.520000	0.000000	-10868.138784
2.580000	0.000000	-10870.687583
2.640000	0.000000	-10873.002776
2.700000	0.000000	-10875.076242
2.760000	0.000000	-10876.900711
2.820000	0.000000	-10878.469795
2.880000	0.000000	-10879.778002
2.940000	0.000000	-10880.820755
3.000000	0.000000	-10881.594410
3.060000	0.000000	-10882.096264
3.120000	0.000000	-10882.324564
3.180000	0.000000	-10882.278516
3.240000	0.000000	-10881.958281
3.300000	0.000000	-10881.364981
3.360000	0.000000	-10880.500693
3.420000	0.000000	-10879.368440
3.480000	0.000000	-10877.972184
3.540000	0.000000	-10876.316814
3.600000	0.000000	-10874.408128
3.660000	0.000000	-10872.252816
3.720000	0.000000	-10869.858436
3.780000	0.000000	-10867.233393
3.840000	0.000000	-10864.386911
3.900000	0.000000	-10861.329001
3.960000	0.000000	-10858.070429
4.020000	0.000000	-10854.622682
4.080000	0.000000	-10850.997929
4.140000	0.000000	-10847.208980
4.200000	0.000000	-10843.269245
4.260000	0.000000	-10839.192687
4.320000	0.000000	-10834.993777
4.380000	0.000000	-10830.687444
4.440000	0.000000	-10826.289021
4.500000	0.000000	-10821.814198
4.560000	0.000000	-10817.278961
4.620000	0.000000	-10812.699543
4.680000	0.000000	-10808.092361
4.740000	0.000000	-10803.473961
4.800000	0.000000	-10798.860960
4.860000	0.000000	-10794.269982
4.920000	0.000000	-10789.717602
4.980000	0.000000	-10785.220284
5.040000	0.000000	-10780.794322
5.100000	0.000000	-10776.455777
5.160000	0.000000	-10772.220420
5.220000	0.000000	-10768.103671
5.280000	0.000000	-10764.120545
5.340000	0.000000	-10760.285588
5.400000	0.000000	-10756.612829
5.460000	0.000000	-10753.115722
5.520000	0.000000	-10749.807094
5.580000	0.000000	-10746.699099
5.640000	0.000000	-10743.803165
5.700000	0.000000	-10741.129956
5.760000	0.000000	-10738.689324
5.820000	0.000000	-10736.490274
5.880000	0.000000	-10734.540926
5.940000	0.000000	-10732.848485
0.000000	0.010000	-10728.445731
0.060000	0.010000	-10728.592591
0.120000	0.010000	-10729.018388
0.180000	0.010000	-10729.721548
0.240000	0.010000	-10730.699468
0.300000	0.010000	-10731.948529
0.360000	0.010000	-10733.464111
0.420000	0.010000	-10735.240609
0.480000	0.010000	-10737.271457
0.540000	0.010000	-10739.549154
0.600000	0.010000	-10742.065295
