-257.0 3.83534764861e+12 1542933782.0 19286672275.0 1157200336.5 4e+12
-256.08 3.83534764861e+12 1542933782.0 19286672275.0 1157200336.5 4e+12
-256.07 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-248.085 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-248.075 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-234.745 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-234.735 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-224.365 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-224.355 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-177.123 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-177.113 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-164.131 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-164.121 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-144.581 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-144.571 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-131.849 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
-131.839 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-120.435 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-120.425 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-117.178 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
-117.168 605109306399.0 24204372256.0 108919675152.0 471985258991.0 7e+12
-116.178 605109306399.0 24204372256.0 108919675152.0 471985258991.0 7e+12
-116.168 86444186628.4 3457767465.14 15559953593.1 67426465570.2 1e+12
-69.108 86444186628.4 3457767465.14 15559953593.1 67426465570.2 1e+12
-69.098 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-57.745 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-57.735 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-54.652 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-54.642 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
-46.252 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
-46.242 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-44.352 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-44.342 2.87651073646e+12 1157200336.5 14465004206.3 867900252.376 3e+12
-31.768 2.87651073646e+12 1157200336.5 14465004206.3 867900252.376 3e+12
-31.758 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-30.368 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
-30.358 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
-22.668 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
-22.658 9.58836912153e+13 38573344550.1 482166806876.0 28930008412.5 1e+14
-21.834 9.58836912153e+13 38573344550.1 482166806876.0 28930008412.5 1e+14
-21.824 8.64441866284e+12 345776746514.0 1.55599535931e+12 6.74264655702e+12 1e+14
19.89 8.64441866284e+12 345776746514.0 1.55599535931e+12 6.74264655702e+12 1e+14
19.9 8.64441866284e+12 345776746514.0 1.55599535931e+12 6.74264655702e+12 1e+14
21.814 8.64441866284e+12 345776746514.0 1.55599535931e+12 6.74264655702e+12 1e+14
21.824 9.58836912153e+13 38573344550.1 482166806876.0 28930008412.5 1e+14
22.648 9.58836912153e+13 38573344550.1 482166806876.0 28930008412.5 1e+14
22.658 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
30.348 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
30.358 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
31.748 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
31.758 2.87651073646e+12 1157200336.5 14465004206.3 867900252.376 3e+12
44.332 2.87651073646e+12 1157200336.5 14465004206.3 867900252.376 3e+12
44.342 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
46.232 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
46.242 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
54.632 5.75302147292e+12 2314400673.0 28930008412.5 1735800504.75 6e+12
54.642 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
57.725 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
57.735 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
69.088 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
69.098 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
78.823 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
78.833 9.58836912153e+15 3.85733445501e+12 4.82166806876e+13 2.89300084125e+12 1e+16
82.823 9.58836912153e+15 3.85733445501e+12 4.82166806876e+13 2.89300084125e+12 1e+16
82.833 86444186628.4 3457767465.14 15559953593.1 67426465570.2 1e+12
116.158 86444186628.4 3457767465.14 15559953593.1 67426465570.2 1e+12
116.168 605109306399.0 24204372256.0 108919675152.0 471985258991.0 7e+12
117.158 605109306399.0 24204372256.0 108919675152.0 471985258991.0 7e+12
117.168 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
120.415 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
120.425 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
131.829 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
131.839 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
144.561 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
144.571 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
164.126 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
164.136 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
177.118 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
177.128 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
236.201 432220933142.0 17288837325.7 77799767965.6 337132327851.0 5e+12
236.211 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
246.561 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
246.571 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
271.379 1.43825536823e+14 57860016825.1 723250210314.0 43395012618.8 1.5e+14
271.389 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
280.374 1.91767382431e+13 7714668910.01 96433361375.1 5786001682.51 2e+13
280.384 3.83534764861e+12 1542933782.0 19286672275.0 1157200336.5 4e+12
450.774 3.83534764861e+12 1542933782.0 19286672275.0 1157200336.5 4e+12
450.784 3.83534764861e+12 1542933782.0 19286672275.0 1157200336.5 4e+12
